TimeStamp,TS101,TS102,TS103,TS104,TS105,TS106
3/20/2025 2:15,19.10527179,18.24446906,18.47663173,14.83978636,15.86136806,15.73375419
3/20/2025 2:20,18.45420598,18.16951523,17.87512522,15.42957031,13.97956513,15.32142657
3/20/2025 2:25,18.6798869,18.51981293,18.01128373,14.59354203,15.23788703,15.21041255
3/20/2025 2:30,19.46411182,17.12019897,17.78320654,16.05868908,15.16906166,15.94809231
3/20/2025 2:35,18.11339778,17.55086176,18.98739961,15.0062792,15.01525409,14.95296138
3/20/2025 2:40,17.58181314,18.25045571,19.00513968,14.50961987,15.49276899,15.66741834
3/20/2025 2:45,18.31321532,16.98316957,18.40921477,14.3022588,14.81374856,15.37951869
3/20/2025 2:50,17.50610806,18.1826708,17.19931813,14.09186573,14.74481152,13.94828201
3/20/2025 2:55,17.29298993,17.61134932,17.28917223,15.34652787,15.52054285,14.19275194
3/20/2025 3:00,17.90285928,18.23062557,17.25963485,14.81183325,14.57767054,14.1109532
3/20/2025 3:05,17.35073207,17.44229167,17.78682452,15.22090941,14.23160248,14.25837278
3/20/2025 3:10,18.16396858,17.87271459,17.56832915,13.59089872,15.34198694,15.03141848
3/20/2025 3:15,17.67440956,16.94577741,17.18035079,14.36472216,13.89102252,14.47254509
3/20/2025 3:20,17.23280152,16.86618155,17.89734778,13.85274839,13.95585466,14.22357346
3/20/2025 3:25,17.82652642,17.66413947,17.39537634,13.6068904,13.6055207,13.44423467
3/20/2025 3:30,17.06227168,17.38718879,17.51595665,14.45526734,14.44512705,14.37412843
3/20/2025 3:35,16.84985092,16.77855795,16.88168035,13.87508448,14.86902649,14.09473918
3/20/2025 3:40,17.76852,17.38333297,15.75655279,14.80430678,14.35536045,14.15560871
3/20/2025 3:45,15.91009679,17.27671315,17.41292064,13.98891038,14.47223047,13.10716303
3/20/2025 3:50,16.92550935,16.50382016,16.7356299,14.12201746,13.58689183,14.18819369
3/20/2025 3:55,16.76484301,16.24382627,17.38804131,13.48869388,14.67780604,13.33303
3/20/2025 4:00,16.80322257,17.20633838,15.92564539,13.43131805,13.93485977,13.43634558
3/20/2025 4:05,16.82313129,17.04763743,16.28926338,12.6171513,12.88844052,12.87729515
3/20/2025 4:10,17.23889734,16.44535891,16.20659667,13.72237611,11.96632614,13.58472267
3/20/2025 4:15,16.68198935,16.03239302,16.83855331,13.39619011,14.42097423,12.91428982
3/20/2025 4:20,16.17999752,16.04003094,16.04596758,13.95865509,13.19011137,12.91780438
3/20/2025 4:25,17.55747503,16.26365352,16.63987959,13.41594882,13.40769917,13.25206531
3/20/2025 4:30,16.36218629,16.4029071,17.22570641,13.87060005,13.83927569,12.62861358
3/20/2025 4:35,16.69926614,16.29717568,16.17730789,13.87376452,13.9092088,13.539072
3/20/2025 4:40,16.95361732,15.87199614,16.18243751,13.70138002,12.98214655,13.35831303
3/20/2025 4:45,16.64806515,16.69912204,15.88893202,12.5508406,13.49162029,13.2717128
3/20/2025 4:50,16.41077962,16.18750564,16.52956026,13.11365067,12.78460685,12.51918377
3/20/2025 4:55,16.20392951,15.76951515,16.02532037,13.54899897,13.57281009,13.20831661
3/20/2025 5:00,16.42872087,16.28006648,15.97816445,12.20002979,13.62362685,13.84517525
3/20/2025 5:05,15.99690113,16.09545729,16.22546501,13.50701218,13.52742467,12.77917389
3/20/2025 5:10,16.47165744,15.81280871,16.05751118,13.67961281,12.93842844,12.93522245
3/20/2025 5:15,16.79234555,15.4310091,15.93476296,12.91640081,12.49517571,13.03866235
3/20/2025 5:20,15.74455843,16.14567041,16.74631647,13.6510007,13.29652828,13.42926301
3/20/2025 5:25,15.86846236,16.11216523,17.31467851,12.77969716,13.45405584,13.4830063
3/20/2025 5:30,16.00932898,15.84815442,16.23041703,13.27577513,12.74233612,12.68095985
3/20/2025 5:35,15.68297403,15.23857014,16.31829454,12.24666567,13.18815758,12.58267386
3/20/2025 5:40,16.02497058,15.2545742,16.49794575,13.17557262,12.40124726,13.06876221
3/20/2025 5:45,15.79514841,15.87720083,15.72015046,12.51013144,13.61753822,12.33989859
3/20/2025 5:50,15.88553413,16.22622083,15.41044464,13.76507625,12.84750621,12.88758964
3/20/2025 5:55,15.73990237,16.1580236,15.65434148,13.68545476,13.39110715,12.45220785
3/20/2025 6:00,16.74065238,16.0357081,16.19184426,12.86723169,12.79029304,13.77068268
3/20/2025 6:05,15.82321564,16.03864669,16.04498961,12.70517064,12.56903886,12.75098367
3/20/2025 6:10,16.21964963,15.5747153,16.59745066,13.4924627,13.99786364,13.34114258
3/20/2025 6:15,15.89658729,15.83166407,15.59317628,12.89697483,13.58511704,13.67304574
3/20/2025 6:20,15.52159188,16.712344,17.39702442,12.34312417,12.59920118,12.85276579
3/20/2025 6:25,16.07082189,16.15603798,16.23585754,12.89875866,12.73046931,13.51175142
3/20/2025 6:30,15.5313779,15.47199793,15.7323243,13.30797632,12.82367972,13.01108639
3/20/2025 6:35,15.85756733,15.40273985,15.45648825,13.2156569,13.30708854,13.039569
3/20/2025 6:40,16.12338702,15.9955054,16.33817882,12.78431376,13.15142042,12.5030355
3/20/2025 6:45,16.57228723,16.20674253,16.53969803,13.11517109,12.1721017,13.86649105
3/20/2025 6:50,16.66498464,16.49230981,16.44285076,12.95839094,13.23137579,13.76154635
3/20/2025 6:55,16.10864997,17.00436963,15.78404857,13.5538206,13.00138192,12.34565111
3/20/2025 7:00,17.15617075,16.56337653,16.99822226,13.10227314,12.83996171,13.22012466
3/20/2025 7:05,15.73520151,15.5747769,15.70357037,12.8783156,12.67304428,13.18819687
3/20/2025 7:10,16.02415993,15.97512983,17.16583544,12.64078339,13.81114247,13.10131624
3/20/2025 7:15,16.58094683,16.83234514,16.88145401,13.50717334,13.60617558,13.80375671
3/20/2025 7:20,15.60261285,16.04434922,16.86172399,12.55161603,13.20037992,13.12390039
3/20/2025 7:25,16.44583604,17.18419769,16.69655586,13.81989322,13.40934528,13.02921023
3/20/2025 7:30,16.18696873,17.03401993,17.06940573,13.15994974,13.07688329,13.31883247
3/20/2025 7:35,15.87757025,16.73533496,16.1412053,14.22905256,13.22049998,13.47518522
3/20/2025 7:40,16.63122876,16.94692675,15.91661271,13.31680035,14.87657395,13.36911315
3/20/2025 7:45,17.203024,17.48141002,16.25316313,13.41869452,13.90272931,14.50364869
3/20/2025 7:50,16.5316475,16.08622714,15.94851572,13.7022892,14.30925866,14.39606492
3/20/2025 7:55,16.50233028,16.42230804,17.07262037,14.31695502,13.66036955,13.36767023
3/20/2025 8:00,17.45473414,16.68327376,17.23496935,13.90208697,13.55916945,13.46300648
3/20/2025 8:05,17.19886872,17.20013516,16.68727547,13.11101847,13.50439051,14.02507644
3/20/2025 8:10,17.28777378,17.2650288,17.47447037,13.8476812,14.25264318,13.49106272
3/20/2025 8:15,17.93284004,17.31113967,16.51000949,13.95704536,13.01659893,13.89349861
3/20/2025 8:20,17.66478117,17.15434744,16.65807641,14.27109877,13.33198547,12.88012177
3/20/2025 8:25,16.017427,17.42403141,16.97090105,13.77888601,13.58518202,14.14944043
3/20/2025 8:30,17.5832855,17.49782439,18.02796119,14.53517821,13.79494749,14.14095613
3/20/2025 8:35,17.45879918,16.8640155,17.33167319,14.73896248,14.67273722,13.33451927
3/20/2025 8:40,17.67973581,17.59455996,18.18503584,14.20665224,14.25747422,14.32743506
3/20/2025 8:45,17.32039386,16.83828506,17.46901427,13.93473785,13.86753039,15.1655768
3/20/2025 8:50,18.21503079,16.90845057,17.24545179,14.47592184,13.39505732,13.75167588
3/20/2025 8:55,18.25940302,17.44913426,18.26800528,15.39614832,14.48653307,13.97098376
3/20/2025 9:00,17.08688895,18.37352378,17.52053254,14.67345809,14.51874273,14.60196897
3/20/2025 9:05,17.24744682,17.86648327,17.14852382,15.0840643,14.91030897,14.60182144
3/20/2025 9:10,17.50294664,17.97328877,18.26534861,15.33695048,14.38480295,14.3934065
3/20/2025 9:15,17.6149024,18.20644267,19.19493579,14.28290084,14.54090033,14.90444216
3/20/2025 9:20,18.19421787,18.32459355,17.97588106,15.5688285,14.31498277,14.17298895
3/20/2025 9:25,17.85516084,18.68255582,17.73795108,14.66296448,15.04478071,14.51253465
3/20/2025 9:30,18.27395551,19.25261805,18.13613675,15.3602992,14.52617569,14.49654372
3/20/2025 9:35,18.93797844,18.79226489,18.09913123,15.12492234,14.54053107,15.42351764
3/20/2025 9:40,18.80296168,18.55001091,18.19199898,14.89160447,15.00696064,15.46433853
3/20/2025 9:45,18.9625918,18.10518195,18.39731789,15.2665877,15.76882451,15.08591507
3/20/2025 9:50,18.83898792,19.83441646,19.55809805,15.05939789,15.59736724,14.07411263
3/20/2025 9:55,18.73384598,19.14904919,18.90580006,16.16346368,14.994102,15.94422675
3/20/2025 10:00,18.96446963,18.90787988,18.8927224,15.68781744,15.62865614,15.80267508
3/20/2025 10:05,19.10834091,18.22453786,19.4492776,15.27499527,15.76243475,14.7280437
3/20/2025 10:10,18.99857898,19.00751923,18.73967474,14.91185791,16.4548432,15.35447526
3/20/2025 10:15,19.77677844,18.994856,19.83882556,16.13495647,15.30059718,15.42192693
3/20/2025 10:20,19.40876077,18.98342801,18.79110812,17.26304206,15.83313241,15.42997866
3/20/2025 10:25,20.35587247,18.92923344,20.53223238,15.88729418,16.82882095,15.75093363
3/20/2025 10:30,19.64708891,20.16644805,19.61120664,15.98133257,16.74131296,16.08888818
3/20/2025 10:35,20.07000328,19.69250305,20.58431185,17.55628468,16.28238418,15.80379171
3/20/2025 10:40,19.56125816,19.96774449,19.41285759,15.81873936,16.49510974,15.66603953
3/20/2025 10:45,19.86388192,20.38049607,20.77889654,16.25067333,16.29850911,16.50029158
3/20/2025 10:50,20.61804275,20.98517245,20.417951,16.80453497,17.28691655,17.16272247
3/20/2025 10:55,21.25439603,20.11590437,20.47037801,17.48318196,16.19904391,16.5552445
3/20/2025 11:00,21.27305096,20.64249211,20.33607493,16.75632869,17.44896868,16.53749363
3/20/2025 11:05,20.67415884,20.86652829,20.68659263,16.60952786,16.92717512,17.37055124
3/20/2025 11:10,20.43749259,20.63466045,21.25796976,17.34689609,16.89166391,17.11607403
3/20/2025 11:15,20.92317823,21.66485315,21.86900295,17.19274488,17.16679858,17.83805731
3/20/2025 11:20,20.53752773,21.33057791,20.85221254,17.38278987,17.61607591,17.54176449
3/20/2025 11:25,21.46961846,21.49554406,20.77495316,17.44252497,16.66324407,16.10813982
3/20/2025 11:30,21.05474131,21.36934955,20.72121505,17.91131542,17.1701608,16.94437183
3/20/2025 11:35,21.96024119,20.9409647,21.28075467,17.17433385,17.14566441,16.75922295
3/20/2025 11:40,21.11620783,21.69508067,21.90644906,17.20938809,18.58538441,17.44411504
3/20/2025 11:45,21.59154163,21.54027494,21.59113617,17.46168064,18.32071393,17.14593058
3/20/2025 11:50,21.76792919,21.83466773,21.26613715,18.54727725,17.48024465,18.60085333
3/20/2025 11:55,21.41940633,21.82460772,21.2658821,17.13830391,17.75018661,18.27478562
3/20/2025 12:00,21.8978447,22.5327752,21.77795037,17.83073795,18.49774151,17.89430379
3/20/2025 12:05,22.60096752,21.17777978,22.14209808,17.87418383,17.32564182,18.10470931
3/20/2025 12:10,21.98823553,21.86080475,21.5883497,18.48350713,17.97680829,18.06102246
3/20/2025 12:15,22.3732492,21.90279753,22.0892915,18.21684074,18.09271616,18.64500554
3/20/2025 12:20,22.8105856,22.33101793,22.72233203,18.65954804,18.42373304,18.55677078
3/20/2025 12:25,22.83884283,22.56945168,22.35532069,18.81022641,17.73146466,18.2710578
3/20/2025 12:30,22.52232972,23.33178505,22.83452573,18.80867135,18.68467531,18.80190977
3/20/2025 12:35,23.45293929,22.22471867,21.83756373,17.38650435,18.65263597,18.66727014
3/20/2025 12:40,23.17823538,23.46281314,23.18587215,18.20952207,17.84850259,17.8745787
3/20/2025 12:45,23.46392061,22.98177996,22.98019235,18.743623,18.98903297,18.98414808
3/20/2025 12:50,23.58197279,23.45609139,23.07225676,19.58544622,19.04786077,19.93893248
3/20/2025 12:55,22.88926855,23.8830175,22.77730656,19.34464256,18.83768895,20.18098705
3/20/2025 13:00,23.42034863,23.95667196,23.1405197,19.90783451,19.50234951,19.65904865
3/20/2025 13:05,23.71770616,23.42985385,22.91315553,19.42808691,18.99144727,18.93805635
3/20/2025 13:10,23.53216338,23.23813798,23.32360617,19.49060325,19.70404166,19.6142575
3/20/2025 13:15,24.40950882,23.51542123,24.08594387,20.09324109,19.80998785,19.87974951
3/20/2025 13:20,24.64169602,23.15155341,23.66503541,19.79991039,20.6378497,19.37959316
3/20/2025 13:25,24.4461009,23.78163168,23.20423604,20.6064848,20.33359513,20.42225446
3/20/2025 13:30,24.3762186,23.37027052,22.59401887,19.90784476,20.30949357,19.6970429
3/20/2025 13:35,23.81438654,23.92556235,23.25561797,19.76644331,19.50436673,20.34550048
3/20/2025 13:40,24.27323263,24.35686473,24.38041255,20.77137741,20.49534605,20.46165713
3/20/2025 13:45,24.53285523,24.87283896,24.731814,19.84027681,20.25705084,19.83318894
3/20/2025 13:50,24.41682376,24.10365601,24.43927796,20.71266052,19.93995651,20.3926553
3/20/2025 13:55,25.07754564,25.38174747,24.339469,20.59492908,20.86578368,20.83607117
3/20/2025 14:00,25.66032777,24.38523177,24.53542201,20.02479278,20.74214144,20.85895722
3/20/2025 14:05,24.85405818,25.21578354,24.99470654,20.00930123,20.74337107,20.73260855
3/20/2025 14:10,25.07371434,25.89902034,25.18503905,20.52604521,21.17472648,21.48193714
3/20/2025 14:15,26.21986516,25.73242256,25.9473598,20.07529034,21.0732562,20.98877787
3/20/2025 14:20,25.46423716,25.7878932,25.87276212,20.97419636,21.03317477,20.77330648
3/20/2025 14:25,25.40047284,25.7244097,25.65094528,21.24215084,20.4469996,20.75044045
3/20/2025 14:30,26.15698113,26.16861142,25.51671125,21.06587448,21.47860942,21.14818111
3/20/2025 14:35,25.91689837,25.22727359,25.52317451,21.64021134,20.82681598,20.58212719
3/20/2025 14:40,25.93889247,25.69451062,25.03651661,20.83163113,21.63615934,20.61123676
3/20/2025 14:45,25.65973411,25.9078163,26.04091631,21.58074959,20.49071807,21.43225034
3/20/2025 14:50,26.3727304,26.37440899,25.71999096,21.59739291,21.11847339,20.82081036
3/20/2025 14:55,26.08105808,26.65833532,25.73449609,21.33060794,21.61523416,20.77246714
3/20/2025 15:00,26.47489772,26.40951034,27.49830615,22.09574134,20.93357319,21.6238399
3/20/2025 15:05,25.69201309,26.79861133,26.31550227,21.33644014,21.6407928,21.3694948
3/20/2025 15:10,26.53991247,26.69141512,26.87365215,21.22848179,22.36078194,21.74424019
3/20/2025 15:15,26.15197365,26.54839071,26.61441058,21.28041831,21.16175536,21.26546828
3/20/2025 15:20,26.52603847,25.88729081,26.74880081,22.05658268,22.24823475,22.0297754
3/20/2025 15:25,26.86101972,26.44501551,26.85416756,21.59338035,22.11669573,22.14309559
3/20/2025 15:30,26.54820975,27.1021257,27.44136761,22.094295,22.68710362,21.81499963
3/20/2025 15:35,26.7981885,26.43243335,27.01362223,22.73139818,21.67043647,22.29078562
3/20/2025 15:40,27.35391169,27.46583775,26.67952401,21.50138928,21.81176869,22.59435799
3/20/2025 15:45,26.82771194,27.01547844,27.10566191,21.50606721,21.56814985,22.22366678
3/20/2025 15:50,26.59232242,27.43862119,27.30297758,22.18221238,23.25605972,23.06533725
3/20/2025 15:55,26.97051591,26.81285582,26.92346592,22.37830179,21.79891955,22.61234151
3/20/2025 16:00,27.09079823,28.15927087,26.93180598,22.67231476,22.00045763,22.26215132
3/20/2025 16:05,27.10286582,26.80294785,27.06089588,21.49107815,22.0408471,21.22043815
3/20/2025 16:10,27.13168075,28.49100757,27.1586584,21.78815498,21.72864922,22.29430904
3/20/2025 16:15,27.44533402,27.64305122,26.53500706,22.61502286,22.18734791,21.86805371
3/20/2025 16:20,27.9833409,27.3661836,27.52177174,23.30130429,22.98193195,22.21880528
3/20/2025 16:25,27.23383311,27.25875866,27.00761964,22.46501796,22.24626681,22.32158748
3/20/2025 16:30,27.77241026,28.45057979,26.73727933,22.49734961,23.20837991,23.21735303
3/20/2025 16:35,28.36073315,27.02604111,27.89909155,21.64531925,22.3527651,23.19572139
3/20/2025 16:40,27.68913543,27.98561732,27.91786777,22.35756026,22.32592042,22.58292959
3/20/2025 16:45,27.20306107,27.76518557,27.65113048,22.46472321,22.47038025,22.65829854
3/20/2025 16:50,27.70094522,27.13384422,27.20427286,23.73909269,22.11701423,22.68494611
3/20/2025 16:55,28.13266686,27.22155878,28.37228111,22.72459061,21.95042599,22.88612677
3/20/2025 17:00,27.37142862,27.342788,28.5034168,22.28409443,23.31434871,23.02084314
3/20/2025 17:05,28.18603217,27.91249235,27.91013188,23.31226573,22.31544964,22.92407219
3/20/2025 17:10,28.48319033,27.95647842,27.58495576,23.7586231,21.49200145,22.64220418
3/20/2025 17:15,27.49287806,27.63190681,27.73828671,22.94660604,22.71122285,23.20779953
3/20/2025 17:20,27.94829003,27.25156804,26.80710602,23.41368778,22.61225913,23.1424984
3/20/2025 17:25,27.76024166,28.11976167,28.40031415,23.22065492,22.67154626,22.59863164
3/20/2025 17:30,27.41045914,27.36301553,27.2382444,22.82976067,22.19592922,22.99648862
3/20/2025 17:35,28.25561696,27.10441102,28.6456841,22.9034073,22.94257174,23.22274132
3/20/2025 17:40,28.27172416,27.07638545,28.16103995,22.64330131,23.34251239,23.95871789
3/20/2025 17:45,27.8270775,27.11560746,27.28396006,23.04346633,22.77275951,23.02736532
3/20/2025 17:50,27.8415866,29.1295382,28.57139658,23.15694648,23.25412712,22.87344185
3/20/2025 17:55,28.50888504,28.56039852,28.64102387,22.91080121,23.36104723,22.52408758
3/20/2025 18:00,27.69073781,28.02241581,27.69171452,22.50432245,22.9517772,22.89172008
3/20/2025 18:05,28.10882039,27.73140522,27.79188073,23.07315515,22.42086807,22.33316355
3/20/2025 18:10,27.61011104,28.98717631,27.93232669,23.04522968,22.46747831,23.02797718
3/20/2025 18:15,29.57962051,26.73538118,27.80222159,22.59134334,23.05337336,23.03411629
3/20/2025 18:20,27.99398873,27.86947039,27.595404,23.46512224,22.75556599,22.58274557
3/20/2025 18:25,27.59207995,27.92648534,27.86595147,22.50928655,22.87128603,23.58872727
3/20/2025 18:30,27.87075599,28.07804052,28.36732457,23.13475226,23.4416979,22.81868631
3/20/2025 18:35,27.79897442,28.75485026,27.72981375,22.55720252,22.53073117,22.95055279
3/20/2025 18:40,28.22177108,28.07795069,27.86260134,23.23186093,23.42729841,22.60721682
3/20/2025 18:45,28.05092057,26.26246902,27.94530383,22.60527484,22.88208982,22.51637066
3/20/2025 18:50,27.1029909,27.73927552,26.89784395,22.28585541,22.28341936,23.10352748
3/20/2025 18:55,28.91977078,27.66396668,27.51683047,22.61075428,22.48115216,22.78160757
3/20/2025 19:00,27.23265286,27.75694215,27.1627958,22.88869406,22.78499845,23.11792794
3/20/2025 19:05,27.123983,27.0631008,28.09614986,22.84594197,22.49120463,22.66829097
3/20/2025 19:10,28.47042895,27.34380764,27.51912269,23.67832219,23.05798241,23.46237785
3/20/2025 19:15,27.35273552,27.90119325,27.57688455,22.81860037,22.70697476,22.81452486
3/20/2025 19:20,28.86260845,28.78331952,27.19930244,22.83990546,23.27182923,22.77746564
3/20/2025 19:25,27.71852118,27.28747955,27.3776243,22.55864047,22.35374935,22.0432975
3/20/2025 19:30,27.7525983,27.56558877,27.09328616,22.72811459,22.83578031,22.68417406
3/20/2025 19:35,27.60008822,26.87059531,28.57594134,22.68767409,22.38328298,22.80292706
3/20/2025 19:40,27.74617455,26.92149031,28.01093244,22.96386045,22.36386229,22.25781176
3/20/2025 19:45,26.59439001,28.01964161,27.31942843,23.19877874,22.20756221,22.21369462
3/20/2025 19:50,27.74841422,27.21900129,27.39693547,22.17750425,23.09527694,21.87246508
3/20/2025 19:55,27.54119469,26.78765292,27.38229606,22.7486649,21.51386337,21.55488613
3/20/2025 20:00,26.66984355,26.95219498,27.21339077,21.60234042,22.19514858,21.11808611
3/20/2025 20:05,27.72537398,28.27102378,27.06522947,23.05927239,23.72133944,22.09446883
3/20/2025 20:10,26.99518314,27.08047436,27.45119657,22.80529427,21.46225282,22.18495492
3/20/2025 20:15,27.73720392,27.23873275,27.31769618,22.55301022,21.53172546,22.10738625
3/20/2025 20:20,26.44282887,26.43008032,27.15087359,22.05098669,22.06458792,22.1392972
3/20/2025 20:25,28.10531636,26.45957508,26.43692749,22.01423738,22.20532376,22.70736714
3/20/2025 20:30,26.56345564,26.62314277,27.31265488,21.32558406,21.77391914,21.73249428
3/20/2025 20:35,27.42416281,26.63367166,25.64881977,21.54327605,21.70704329,21.77088319
3/20/2025 20:40,27.26852008,27.03396132,26.61755928,21.85387808,22.3178184,21.94016616
3/20/2025 20:45,27.0740586,25.71593078,26.22807002,22.21240885,20.8875999,22.34182597
3/20/2025 20:50,26.67172532,26.63761716,26.67294278,21.83707161,22.04176246,21.28155496
3/20/2025 20:55,26.14875001,26.83075556,27.45547586,21.66288359,21.82027916,21.99303258
3/20/2025 21:00,26.03749706,26.22176621,25.91730483,22.20616675,21.57814129,21.80434162
3/20/2025 21:05,26.20281919,25.93855422,26.41353841,20.74522701,22.2220361,21.61972308
3/20/2025 21:10,25.55303021,26.34776713,25.23884053,21.66683513,22.1699569,20.95179418
3/20/2025 21:15,25.85296973,25.9993803,24.98033256,20.86310485,21.64953168,20.91606395
3/20/2025 21:20,25.86425839,26.77820868,25.69784512,21.46262784,21.00691614,22.17882994
3/20/2025 21:25,26.16488455,25.35966916,25.85344535,21.24751207,20.77619323,21.41648165
3/20/2025 21:30,26.23306253,26.99886597,25.58898873,20.82540708,20.73510517,20.80161019
3/20/2025 21:35,25.15963502,25.11028063,24.9507513,21.00176966,20.80489098,21.35363734
3/20/2025 21:40,25.3991323,25.84826081,26.43161419,21.64122141,21.15645201,21.58763114
3/20/2025 21:45,25.80077992,25.17138294,25.2345285,21.00938187,21.5043959,20.74434141
3/20/2025 21:50,25.74493343,25.45592151,24.39055956,20.97397078,21.76299016,19.96598737
3/20/2025 21:55,25.20189272,23.94290876,24.49333323,20.43663821,20.51906078,20.46568406
3/20/2025 22:00,25.56086024,25.02257291,24.73269712,19.98510191,20.44949386,20.18856823
3/20/2025 22:05,24.26103938,24.86456425,25.44395056,20.24506286,20.56502537,21.51571565
3/20/2025 22:10,23.9958942,24.84258709,25.03934137,19.86029919,20.84385377,20.254085
3/20/2025 22:15,24.1838972,24.04176996,24.72157797,20.5341665,20.27176022,19.42264571
3/20/2025 22:20,24.19592335,24.34935785,24.46947318,20.27387289,20.18411231,19.8456264
3/20/2025 22:25,24.30796223,24.66309281,24.26037593,19.22057479,20.22692824,20.29736059
3/20/2025 22:30,24.22215784,25.07969125,25.11697122,20.20422896,18.97921709,20.83743812
3/20/2025 22:35,23.70767425,24.66384983,24.78051213,19.96090325,19.6402079,20.032869
3/20/2025 22:40,23.72289331,24.17376598,23.86552606,20.0628555,19.78560986,19.76466387
3/20/2025 22:45,22.97599567,23.47173831,23.74516488,19.01926391,18.99646483,19.27846482
3/20/2025 22:50,23.92933497,23.08911814,23.9650126,18.45137413,20.1702594,19.40628412
3/20/2025 22:55,23.4187833,24.03168943,24.12363757,19.67773417,18.94612614,19.42932123
3/20/2025 23:00,24.17641727,24.15488754,22.85647674,18.8652226,18.53617577,18.5812675
3/20/2025 23:05,23.60332092,23.34863712,23.01213756,18.79848349,18.93863634,18.88964464
3/20/2025 23:10,22.3267213,24.52025361,23.24992764,19.41046824,19.18055092,20.0783578
3/20/2025 23:15,22.60720438,23.50814997,23.58423554,19.20671032,18.89290836,18.76951942
3/20/2025 23:20,22.24448809,22.46384105,22.73312314,19.34780957,18.16348251,18.47642196
3/20/2025 23:25,23.14008309,22.59893743,23.45484409,19.09248962,18.22080966,18.52936824
3/20/2025 23:30,23.77287149,21.66633447,23.49008682,18.80527595,17.63631037,17.96580856
3/20/2025 23:35,22.2516329,22.88183823,22.35151009,18.02208334,18.58897216,19.05516745
3/20/2025 23:40,22.74027114,22.74476084,22.31524634,19.37177458,18.07139791,19.02213524
3/20/2025 23:45,22.66549208,21.55681478,22.82963591,17.91122276,18.32734553,18.24026704
3/20/2025 23:50,21.17085028,22.91463267,22.38697227,19.29294699,18.14013555,19.00877269
3/20/2025 23:55,21.4583973,21.45065064,21.34172094,17.97402322,16.6434346,17.87744291
3/21/2025 0:00,21.98705629,21.57547085,21.76075646,17.30601367,18.58044504,17.93654874
3/21/2025 0:05,21.79081855,22.44759194,21.98340899,18.07754801,18.29069376,17.78657684
3/21/2025 0:10,21.95631412,21.12496253,21.70024379,17.38980019,18.19918748,17.69425381
3/21/2025 0:15,21.08140699,21.73153213,21.54781072,17.86091951,17.5187787,16.70676521
3/21/2025 0:20,22.64492618,21.32925909,21.06055227,16.98439841,17.26545336,18.06238246
3/21/2025 0:25,21.43308061,21.05924535,21.89677294,17.38800174,17.38186761,17.78558681
3/21/2025 0:30,21.27435444,21.8559136,21.04736849,17.60258753,17.24073964,16.77100985
3/21/2025 0:35,21.25901263,20.00360091,21.51562642,16.88193712,16.34090362,17.1705275
3/21/2025 0:40,20.29865546,20.65151644,21.42180566,17.75606,17.41936168,16.66880306
